新闻News,#genre#
EYE旅游,http://127.0.0.1:9560/eyely/index.m3u8?v.channelid=2234&v.type=1&ips=38.75.136.226:18344
韩国娱乐台,http://127.0.0.1:9560/kmtv/index.m3u8?v.channelid=1907&v.type=1&ips=38.75.136.226:18344
MTV TW,http://127.0.0.1:9560/mtv/index.m3u8?v.channelid=2242&v.type=1&ips=108.181.2.193:22263
Channel V,http://127.0.0.1:9560/channelv/index.m3u8?v.channelid=2243&v.type=1&ips=108.181.2.193:22263
大爱,http://63.141.250.146:9560/daai/index.m3u8?v.channelid=1782&v.type=1&ips=38.75.136.226:18344
大陆CN,#genre#
CCTV 1 综合,http://45.88.151.66:9560/01cctv1/index.m3u8?v.channelid=1184&v.type=1&ips=51.79.98.142:19884
CCTV 2 财经,http://45.88.151.66:9560/02cctv2/index.m3u8?v.channelid=1185&v.type=1&ips=51.79.98.142:19884
CCTV 3 娱乐,http://45.88.151.66:9560/03cctv3/index.m3u8?v.channelid=1186&v.type=1&ips=51.79.98.142:19884
CCTV 4 国际,http://45.88.151.66:9560/04cctv4/index.m3u8?v.channelid=1187&v.type=1&ips=51.79.98.142:19884
CCTV 5 体育,http://45.88.151.66:9560/05cctv5/index.m3u8?v.channelid=1188&v.type=1&ips=51.79.98.142:19884
CCTV 5+ 体育赛事,http://45.88.151.66:9560/16cctv5plus/index.m3u8?v.channelid=1189&v.type=1&ips=51.79.98.142:19884
CCTV 6 电影,http://45.88.151.66:9560/06cctv6/index.m3u8?v.channelid=1190&v.type=1&ips=51.79.98.142:19884
CCTV 7 军事,http://45.88.151.66:9560/07cctv7/index.m3u8?v.channelid=1191&v.type=1&ips=51.79.98.142:19884
CCTV 8 连续剧,http://45.88.151.66:9560/08cctv8/index.m3u8?v.channelid=1192&v.type=1&ips=51.79.98.142:19884
CCTV 9 纪录片,http://45.88.151.66:9560/09cctv9/index.m3u8?v.channelid=1193&v.type=1&ips=51.79.98.142:19884
CCTV 10 科教,http://45.88.151.66:9560/10cctv10/index.m3u8?v.channelid=1194&v.type=1&ips=51.79.98.142:19884
CCTV 11 戏曲,http://45.88.151.66:9560/11cctv11/index.m3u8?v.channelid=1195&v.type=1&ips=51.79.98.142:19884
CCTV 12 社法,http://45.88.151.66:9560/12cctv12/index.m3u8?v.channelid=1196&v.type=1&ips=51.79.98.142:19884
CCTV 13 新闻,http://45.88.151.66:9560/13cctv13/index.m3u8?v.channelid=1197&v.type=1&ips=51.79.98.142:19884
CCTV 14 少儿,http://45.88.151.66:9560/14cctv14/index.m3u8?v.channelid=1198&v.type=1&ips=51.79.98.142:19884
CCTV 15 音乐,http://45.88.151.66:9560/15cctv15/index.m3u8?v.channelid=1199&v.type=1&ips=51.79.98.142:19884
CCTV 16 奥林匹克,http://127.0.0.1:9560/cctv16/index.m3u8?v.channelid=1878&v.type=1&ips=51.79.98.142:19884
湖南卫视 HuNan,http://45.88.151.66:9560/19hunan/index.m3u8?v.channelid=1202&v.type=1&ips=51.79.98.142:19884
浙江卫视 ZheJiang,http://45.88.151.66:9560/20zhejiang/index.m3u8?v.channelid=1203&v.type=1&ips=51.79.98.142:19884
东方卫视 DragonTV,http://45.88.151.66:9560/18dongfang/index.m3u8?v.channelid=1201&v.type=1&ips=51.79.98.142:19884
江苏卫视 JiangSu,http://45.88.151.66:9560/21jiangshu/index.m3u8?v.channelid=1204&v.type=1&ips=51.79.98.142:19884
广东卫视 GuangDong,http://45.88.151.66:9560/22guangdong/index.m3u8?v.channelid=1205&v.type=1&ips=51.79.98.142:19884
深圳卫视 ShenZhen,http://45.88.151.66:9560/23shenzhen/index.m3u8?v.channelid=1206&v.type=1&ips=51.79.98.142:19884
北京卫视 Beijing,http://45.88.151.66:9560/17beijing/index.m3u8?v.channelid=1211&v.type=1&ips=51.79.98.142:19884
安徽卫视 AnHui,http://45.88.151.66:9560/25anhui/index.m3u8?v.channelid=1208&v.type=1&ips=51.79.98.142:19884
山东卫视 ShanDong,http://45.88.151.66:9560/26shandong/index.m3u8?v.channelid=1209&v.type=1&ips=51.79.98.142:19884
辽宁卫视 LiaoNing,http://45.88.151.66:9560/27liaoning/index.m3u8?v.channelid=1210&v.type=1&ips=51.79.98.142:19884
吉林卫视 JiLin,http://45.88.151.66:9560/28jilin/index.m3u8?v.channelid=1228&v.type=1&ips=51.79.98.142:19884
黑龙江卫视 HeiLongJiang,http://127.0.0.1:9560/heilongjiang/index.m3u8?v.channelid=1229&v.type=1&ips=51.79.98.142:19884
广东南方卫视 GD South,http://45.88.151.66:9560/24nanfang/index.m3u8?v.channelid=1207&v.type=1&ips=51.79.98.142:19884
天津卫视 TianJing,http://45.88.151.66:9560/31tianjin/index.m3u8?v.channelid=1214&v.type=1&ips=51.79.98.142:19884
湖北卫视 HuBei,http://45.88.151.66:9560/32hubei/index.m3u8?v.channelid=1215&v.type=1&ips=51.79.98.142:19884
云南卫视 Yunnan,http://45.88.151.66:9560/33yunnan/index.m3u8?v.channelid=1216&v.type=1&ips=51.79.98.142:19884
重庆卫视 ChongQing,http://45.88.151.66:9560/34chongqing/index.m3u8?v.channelid=1217&v.type=1&ips=51.79.98.142:19884
河南卫视 HeNan,http://45.88.151.66:9560/35henan/index.m3u8?v.channelid=1218&v.type=1&ips=51.79.98.142:19884
广西卫视 GuangXi,http://45.88.151.66:9560/36guangxi/index.m3u8?v.channelid=1219&v.type=1&ips=51.79.98.142:19884
陕西卫视  ShanXi,http://45.88.151.66:9560/37shanxi/index.m3u8?v.channelid=1220&v.type=1&ips=51.79.98.142:19884
四川卫视 SiChuan,http://45.88.151.66:9560/38sichuan/index.m3u8?v.channelid=1221&v.type=1&ips=51.79.98.142:19884
山西卫视 ShanXi,http://45.88.151.66:9560/39shanxi/index.m3u8?v.channelid=1222&v.type=1&ips=51.79.98.142:19884
河北卫视 HeBei,http://45.88.151.66:9560/40hebei/index.m3u8?v.channelid=1223&v.type=1&ips=51.79.98.142:19884
福建东南卫视 FuJian,http://45.88.151.66:9560/30dongnan/index.m3u8?v.channelid=1213&v.type=1&ips=51.79.98.142:19884
江西卫视 JiangXi,http://45.88.151.66:9560/29jiangxi/index.m3u8?v.channelid=1212&v.type=1&ips=51.79.98.142:19884
贵州卫视 GuiZhou,http://45.88.151.66:9560/41guizhou/index.m3u8?v.channelid=1224&v.type=1&ips=51.79.98.142:19884
青海卫视 QingHai,http://45.88.151.66:9560/42qinghai/index.m3u8?v.channelid=1225&v.type=1&ips=51.79.98.142:19884
新疆卫视 XinJiang,http://45.88.151.66:9560/43xinjiang/index.m3u8?v.channelid=1226&v.type=1&ips=51.79.98.142:19884
西藏卫视 XiZang,http://45.88.151.66:9560/44xizhang/index.m3u8?v.channelid=1227&v.type=1&ips=51.79.98.142:19884
福建海峡卫视 FuJian HaiXia,http://127.0.0.1:9560/haixia/index.m3u8?v.channelid=1230&v.type=1&ips=51.79.98.142:19884
厦门卫视 XiaMen,http://127.0.0.1:9560/xmws/index.m3u8?v.channelid=1241&v.type=1&ips=51.79.98.142:19884
上海东方国际 DongFang GJ,http://45.88.151.66:9560/49dongfanggj/index.m3u8?v.channelid=1232&v.type=1&ips=51.79.98.142:19884
湖南国际 HuNan GJ,http://45.88.151.66:9560/50hunangj/index.m3u8?v.channelid=1233&v.type=1&ips=51.79.98.142:19884
浙江国际 ZheJiang GJ,http://45.88.151.66:9560/51zhejianggj/index.m3u8?v.channelid=1234&v.type=1&ips=51.79.98.142:19884
江苏国际 JiangSu GJ,http://45.88.151.66:9560/52jiangsugj/index.m3u8?v.channelid=1235&v.type=1&ips=51.79.98.142:19884
北京国际 Beijing GJ,http://45.88.151.66:9560/48beijinggj/index.m3u8?v.channelid=1231&v.type=1&ips=51.79.98.142:19884
五星体育 Great Sports,http://127.0.0.1:9560/5starsp/index.m3u8?v.channelid=1249&v.type=1&ips=51.79.98.142:19884
广东体育,http://127.0.0.1:9560/gdty/index.m3u8?v.channelid=1821&v.type=1&ips=38.58.181.230:19690
CCTV 17 农业农村,http://127.0.0.1:9560/cctv17/index.m3u8?v.channelid=2235&v.type=1&ips=51.79.98.142:19884
湖南金鹰卡通,http://127.0.0.1:9560/hunanjinying/index.m3u8?v.channelid=1250&v.type=1&ips=51.79.98.142:19884
广东嘉佳卡通,http://127.0.0.1:9560/gdjiajia/index.m3u8?v.channelid=1251&v.type=1&ips=51.79.98.142:19884
广东珠江,http://127.0.0.1:9560/gdzj/index.m3u8?v.channelid=1901&v.type=1&ips=51.79.98.142:19884
海外中文,#genre#
CCTV4 国际,http://127.0.0.1:9560/04cctv4/index.m3u8?v.channelid=1379&v.type=1&ips=51.79.98.142:19884
CCTV4 美洲,http://127.0.0.1:9560/CCTV4na/index.m3u8?v.channelid=1380&v.type=1&ips=51.79.98.142:19884
TVB 1 US,http://127.0.0.1:9560/TVB1US/index.m3u8?v.channelid=1382&v.type=1&ips=15.235.117.85:19970
TVB Drama US,http://127.0.0.1:9560/TVBDramaUS/index.m3u8?v.channelid=1383&v.type=1&ips=15.235.117.85:19970
TVB J1 US,http://127.0.0.1:9560/TVBJ1US/index.m3u8?v.channelid=1384&v.type=1&ips=15.235.117.85:19970
TVB E US,http://127.0.0.1:9560/TVBEUS/index.m3u8?v.channelid=1386&v.type=1&ips=15.235.117.85:19970
TVB News US,http://127.0.0.1:9560/TVBNEWS/index.m3u8?v.channelid=1387&v.type=1&ips=15.235.117.85:19970
新时代多伦多,http://127.0.0.1:9560/xsde/index.m3u8?v.channelid=1388&v.type=1&ips=15.235.117.85:19970
新时代温哥华,http://127.0.0.1:9560/xsdw/index.m3u8?v.channelid=1389&v.type=1&ips=15.235.117.85:19970
新时代2,http://127.0.0.1:9560/xsd2/index.m3u8?v.channelid=1390&v.type=1&ips=15.235.117.85:19970
凤凰美洲,http://127.0.0.1:9560/fhna/index.m3u8?v.channelid=1392&v.type=1&ips=51.79.98.142:19884
加拿大600新闻,http://127.0.0.1:9560/600news/index.m3u8?v.channelid=1394&v.type=1&ips=51.79.98.142:19884
东森美洲,http://45.88.151.66:9560/ettvna/index.m3u8?v.channelid=1397&v.type=1&ips=51.79.98.142:19884
东森美东,http://45.88.151.66:9560/ettvnaeast/index.m3u8?v.channelid=1398&v.type=1&ips=51.79.98.142:19884
东森超视,http://45.88.151.66:9560/ettvcaoshi/index.m3u8?v.channelid=1399&v.type=1&ips=51.79.98.142:19884
华夏电视,http://45.88.151.66:9560/huaxiatv/index.m3u8?v.channelid=1402&v.type=1&ips=51.79.98.142:19884
旧金山KTSF 26,http://127.0.0.1:9560/ktsf/index.m3u8?v.channelid=1404&v.type=1&ips=15.235.117.85:19970
新唐人 ,http://45.88.151.66:9560/ntd/index.m3u8?v.channelid=1410&v.type=1&ips=51.79.98.142:19884
謎米香港,http://127.0.0.1:9560/mimihk/index.m3u8?v.channelid=2212&v.type=1&ips=65.21.93.207:19595
小岛浪吹,http://127.0.0.1:9560/xiaodaolangchui/index.m3u8?v.channelid=2213&v.type=1&ips=65.21.93.207:19595
王剑-自媒体,http://127.0.0.1:9560/wangjian/index.m3u8?v.channelid=2214&v.type=1&ips=65.21.93.207:19595
石头记-自媒体,http://127.0.0.1:9560/stone/index.m3u8?v.channelid=2215&v.type=1&ips=65.21.93.207:19595
温相说党史-1,http://127.0.0.1:9560/wenxiang1/index.m3u8?v.channelid=2216&v.type=1&ips=65.21.93.207:19595
温相说党史-2,http://127.0.0.1:9560/wenxiang2/index.m3u8?v.channelid=2217&v.type=1&ips=65.21.93.207:19595
周孝正-自媒体,http://127.0.0.1:9560/zhouxiaozheng/index.m3u8?v.channelid=2218&v.type=1&ips=65.21.93.207:19595
袁腾飞-自媒体,http://127.0.0.1:9560/yuansir/index.m3u8?v.channelid=2219&v.type=1&ips=65.21.93.207:19595
说真话的徐某人-自媒体,http://127.0.0.1:9560/xumoren/index.m3u8?v.channelid=2220&v.type=1&ips=65.21.93.207:19595
冷眼财经-自媒体,http://127.0.0.1:9560/coldeye/index.m3u8?v.channelid=2221&v.type=1&ips=65.21.93.207:19595
南非华人首富-袁洪福-1,http://127.0.0.1:9560/yuanhf1/index.m3u8?v.channelid=2222&v.type=1&ips=65.21.93.207:19595
南非华人首富-袁洪福-2,http://127.0.0.1:9560/yuanhf2/index.m3u8?v.channelid=2223&v.type=1&ips=65.21.93.207:19595
美国洛杉矶-国际盲流子,http://127.0.0.1:9560/mlz2/index.m3u8?v.channelid=2224&v.type=1&ips=65.21.93.207:19595
北京格斗狂人-徐晓冬-1,http://127.0.0.1:9560/xuxiaodong1/index.m3u8?v.channelid=2225&v.type=1&ips=65.21.93.207:19595
北京格斗狂人-徐晓冬-2,http://127.0.0.1:9560/xuxiaodong2/index.m3u8?v.channelid=2226&v.type=1&ips=65.21.93.207:19595
公民老黑-自媒体-1,http://127.0.0.1:9560/laohei1/index.m3u8?v.channelid=2227&v.type=1&ips=65.21.93.207:19595
公民老黑-自媒体-2,http://127.0.0.1:9560/laohei2/index.m3u8?v.channelid=2228&v.type=1&ips=65.21.93.207:19595
明镜电视-1,http://127.0.0.1:9560/mingjingtv1/index.m3u8?v.channelid=2229&v.type=1&ips=65.21.93.207:19595
明镜电视-2,http://127.0.0.1:9560/mingjingtv2/index.m3u8?v.channelid=2230&v.type=1&ips=65.21.93.207:19595
日本JP,#genre#
東京NHK総合,http://104.149.128.134:9560/nhkg/index.m3u8?v.channelid=834&v.type=1&ips=15.235.117.85:32342
東京NHK教育,http://104.149.128.134:9560/nhke/index.m3u8?v.channelid=835&v.type=1&ips=198.204.241.82:19590
東京日本テレビ,http://104.149.128.134:9560/ntv/index.m3u8?v.channelid=836&v.type=1&ips=15.235.117.85:32342
東京TBSテレビ,http://104.149.128.134:9560/tbs/index.m3u8?v.channelid=837&v.type=1&ips=15.235.117.85:32342
東京フジテレビ,http://104.149.128.134:9560/fuji/index.m3u8?v.channelid=838&v.type=1&ips=198.204.241.82:19590
東京テレビ朝日,http://104.149.128.134:9560/zhaori/index.m3u8?v.channelid=839&v.type=1&ips=15.235.117.85:32342
テレビ東京,http://104.149.128.134:9560/tvtokyo/index.m3u8?v.channelid=840&v.type=1&ips=15.235.117.85:32342
Tokyo MX,http://104.149.128.134:9560/tokyomx1/index.m3u8?v.channelid=939&v.type=1&ips=198.204.241.82:19590
MBS毎日放送,http://104.149.128.134:9560/mbs/index.m3u8?v.channelid=941&v.type=1&ips=198.204.241.82:19590
KBS京都,http://104.149.150.130:9560/KBSjigndu/index.m3u8?v.channelid=1643&v.type=1&ips=208.87.242.159:18590
京都NHK総合,http://104.149.128.134:9560/nhkdaban/index.m3u8?v.channelid=1789&v.type=1&ips=198.204.241.82:19590
大阪NHK Eテレ,http://104.149.128.134:9560/nhkedaban/index.m3u8?v.channelid=1790&v.type=1&ips=198.204.241.82:19590
ABCテレビ,http://104.149.128.134:9560/abc/index.m3u8?v.channelid=942&v.type=1&ips=198.204.241.82:19590
テレビ大阪,http://104.149.128.134:9560/dbtv/index.m3u8?v.channelid=943&v.type=1&ips=198.204.241.82:19590
関西テレビ,http://104.149.128.134:9560/guanxi/index.m3u8?v.channelid=944&v.type=1&ips=198.204.241.82:19590
読売テレビ,http://104.149.128.134:9560/dumai/index.m3u8?v.channelid=945&v.type=1&ips=198.204.241.82:19590
Tokyo MX 2,http://104.149.150.130:9560/TokyoMX2/index.m3u8?v.channelid=1642&v.type=1&ips=208.87.242.159:18590
BS101-NHK BS1,http://104.149.128.134:9560/bs1/index.m3u8?v.channelid=841&v.type=1&ips=198.204.241.82:19590
BS103-NHK BSプレミアム,http://104.149.128.134:9560/bs103/index.m3u8?v.channelid=946&v.type=1&ips=198.204.241.82:19590
BS141 BS日テレ,http://104.149.128.134:9560/bsntv/index.m3u8?v.channelid=1791&v.type=1&ips=198.204.241.82:19590
BS151 BS朝日,http://104.149.150.130:9560/BSzr/index.m3u8?v.channelid=1644&v.type=1&ips=208.87.242.159:18590
BS161 BS-TBS,http://104.149.150.130:9560/BSTBS/index.m3u8?v.channelid=1645&v.type=1&ips=208.87.242.159:18590
BS171 BSテレ東京,http://104.149.128.134:9560/bsjp/index.m3u8?v.channelid=947&v.type=1&ips=198.204.241.82:19590
BS181-BSフジ,http://104.149.128.134:9560/bsfuji/index.m3u8?v.channelid=948&v.type=1&ips=198.204.241.82:19590
BS191 WOWOWプライム,http://104.149.128.134:9560/wowo1/index.m3u8?v.channelid=949&v.type=1&ips=198.204.241.82:19590
BS192 WOWOWライブ,http://104.149.128.134:9560/wowo2/index.m3u8?v.channelid=950&v.type=1&ips=198.204.241.82:19590
BS193 WOWOWシネマ,http://104.149.128.134:9560/wowo3/index.m3u8?v.channelid=951&v.type=1&ips=198.204.241.82:19590
BS200 スターチャンネル1,http://104.149.128.134:9560/star1/index.m3u8?v.channelid=952&v.type=1&ips=198.204.241.82:19590
BS201 スターチャンネル2,http://104.149.128.134:9560/star2/index.m3u8?v.channelid=953&v.type=1&ips=198.204.241.82:19590
BS211 BS11,http://104.149.150.130:9560/BS11/index.m3u8?v.channelid=1646&v.type=1&ips=208.87.242.159:18590
BS222 BS12,http://104.149.150.130:9560/BS12/index.m3u8?v.channelid=1647&v.type=1&ips=208.87.242.159:18590
BS234 グリーンチャンネル,http://104.149.128.134:9560/green/index.m3u8?v.channelid=955&v.type=1&ips=198.204.241.82:19590
BS236 アニマックス,http://104.149.128.134:9560/animax/index.m3u8?v.channelid=956&v.type=1&ips=198.204.241.82:19590
BS242 J SPORTS 1,http://104.149.128.134:9560/jsport1/index.m3u8?v.channelid=957&v.type=1&ips=198.204.241.82:19590
BS243 J SPORTS 2,http://104.149.128.134:9560/jsport2/index.m3u8?v.channelid=958&v.type=1&ips=198.204.241.82:19590
BS244 J SPORTS 3,http://104.149.128.134:9560/jsport3/index.m3u8?v.channelid=959&v.type=1&ips=198.204.241.82:19590
BS245 J SPORTS 4,http://104.149.128.134:9560/jsport4/index.m3u8?v.channelid=960&v.type=1&ips=198.204.241.82:19590
BS251 釣りビジョン,http://104.149.128.134:9560/fish/index.m3u8?v.channelid=964&v.type=1&ips=198.204.241.82:19590
BS252 シネフィルWOWOW,http://104.149.128.134:9560/bswow/index.m3u8?v.channelid=961&v.type=1&ips=198.204.241.82:19590
BS255 日本映画専門,http://104.149.128.134:9560/bsmov/index.m3u8?v.channelid=962&v.type=1&ips=198.204.241.82:19590
BS256 ディズニーチャンネル,http://104.149.128.134:9560/disney/index.m3u8?v.channelid=963&v.type=1&ips=198.204.241.82:19590
CS218 東映チャンネル,http://104.149.128.134:9560/dongying/index.m3u8?v.channelid=969&v.type=1&ips=198.204.241.82:19590
CS219 衛星劇場,http://104.149.128.134:9560/wxjc/index.m3u8?v.channelid=976&v.type=1&ips=198.204.241.82:19590
CS223 映画NECO,http://104.149.128.134:9560/neco/index.m3u8?v.channelid=973&v.type=1&ips=198.204.241.82:19590
CS227 ザ・シネマ,http://104.149.150.130:9560/thecinema/index.m3u8?v.channelid=1650&v.type=1&ips=208.87.242.159:18590
CS240 ムービープラス,http://104.149.128.134:9560/movieplus/index.m3u8?v.channelid=975&v.type=1&ips=198.204.241.82:19590
CS250  スカイA,http://104.149.128.134:9560/aplus/index.m3u8?v.channelid=965&v.type=1&ips=198.204.241.82:19590
CS254 Gaora Sports,http://104.149.128.134:9560/gaora/index.m3u8?v.channelid=974&v.type=1&ips=198.204.241.82:19590
CS262 ゴルフネット,http://104.149.128.134:9560/golf/index.m3u8?v.channelid=968&v.type=1&ips=198.204.241.82:19590
CS290 宝塚歌劇専門チャンネル,http://104.149.150.130:9560/TAKA/index.m3u8?v.channelid=1652&v.type=1&ips=208.87.242.159:18590
CS292 時代劇専門,http://104.149.128.134:9560/timejc/index.m3u8?v.channelid=970&v.type=1&ips=198.204.241.82:19590
CS293 ファミリー劇場,http://104.149.128.134:9560/juchang293/index.m3u8?v.channelid=971&v.type=1&ips=198.204.241.82:19590
CS295 MONDO TV トップ,http://104.149.150.130:9560/MONDOTV/index.m3u8?v.channelid=1654&v.type=1&ips=208.87.242.159:18590
CS296 TBSチャンネル1,http://104.149.150.130:9560/TBS1/index.m3u8?v.channelid=1655&v.type=1&ips=208.87.242.159:18590
CS297 TBSチャンネル2,http://104.149.150.130:9560/TBS2/index.m3u8?v.channelid=1656&v.type=1&ips=208.87.242.159:18590
CS298 テレ朝チャンネル1,http://104.149.150.130:9560/914ch/index.m3u8?v.channelid=1657&v.type=1&ips=208.87.242.159:18590
CS299 テレ朝チャンネル2,http://104.149.150.130:9560/ch557/index.m3u8?v.channelid=1658&v.type=1&ips=208.87.242.159:18590
CS300 日テレプラス,http://104.149.150.130:9560/618ch/index.m3u8?v.channelid=1651&v.type=1&ips=208.87.242.159:18590
CS305 チャンネル銀河,http://104.149.128.134:9560/yinhe/index.m3u8?v.channelid=972&v.type=1&ips=198.204.241.82:19590
CS307 フジテレビOne,http://104.149.150.130:9560/ONE/index.m3u8?v.channelid=1659&v.type=1&ips=208.87.242.159:18590
CS308 フジテレビTwo,http://104.149.150.130:9560/TWO/index.m3u8?v.channelid=1660&v.type=1&ips=208.87.242.159:18590
CS309 フジテレビNext,http://104.149.150.130:9560/NEXT/index.m3u8?v.channelid=1661&v.type=1&ips=208.87.242.159:18590
CS310 スーパー！ドラマ,http://104.149.150.130:9560/dramatv/index.m3u8?v.channelid=1662&v.type=1&ips=208.87.242.159:18590
CS312 FOX,http://104.149.150.130:9560/FOXJP/index.m3u8?v.channelid=1665&v.type=1&ips=208.87.242.159:18590
CS314 女性チャンネル,http://104.149.150.130:9560/LaLaTV/index.m3u8?v.channelid=1666&v.type=1&ips=208.87.242.159:18590
CS321 100％ヒッツ！スペースシャワーTV プラス,http://104.149.150.130:9560/ch651/index.m3u8?v.channelid=1667&v.type=1&ips=208.87.242.159:18590
CS322 スペースシャワーTV,http://104.149.150.130:9560/SPACESHOWER/index.m3u8?v.channelid=1668&v.type=1&ips=208.87.242.159:18590
CS323 MTV,http://104.149.150.130:9560/MTVJP/index.m3u8?v.channelid=1669&v.type=1&ips=208.87.242.159:18590
CS324 ミュージック・エア,http://104.149.150.130:9560/MUSICAIR/index.m3u8?v.channelid=1671&v.type=1&ips=208.87.242.159:18590
CS325 MUSIC ON! TV,http://104.149.150.130:9560/MUSICON/index.m3u8?v.channelid=1670&v.type=1&ips=208.87.242.159:18590
CS326 歌謡ポップスチャンネル,http://104.149.150.130:9560/cs319/index.m3u8?v.channelid=1672&v.type=1&ips=208.87.242.159:18590
CS330 キッズステーション,http://104.149.150.130:9560/KidsStation/index.m3u8?v.channelid=1673&v.type=1&ips=208.87.242.159:18590
CS330 カートゥーン ネットワーク,http://104.149.150.130:9560/CartoonNetworkJP/index.m3u8?v.channelid=1674&v.type=1&ips=208.87.242.159:18590
CS333 AT−X,http://104.149.128.134:9560/atx/index.m3u8?v.channelid=966&v.type=1&ips=198.204.241.82:19590
CS339 ディズニージュニア,http://104.149.150.130:9560/DisneyJuniorJP/index.m3u8?v.channelid=1675&v.type=1&ips=208.87.242.159:18590
CS340 ディスカバリーチャンネル,http://104.149.150.130:9560/DiscoveryJP/index.m3u8?v.channelid=1676&v.type=1&ips=208.87.242.159:18590
CS341 アニマルプラネット,http://104.149.150.130:9560/AnimalPlanetJP/index.m3u8?v.channelid=1677&v.type=1&ips=208.87.242.159:18590
CS342 ヒストリーチャンネル,http://104.149.150.130:9560/HistoryJP/index.m3u8?v.channelid=1678&v.type=1&ips=208.87.242.159:18590
CS343 ナショナル ジオグラフィック,http://104.149.150.130:9560/NationalGeographicJP/index.m3u8?v.channelid=1679&v.type=1&ips=208.87.242.159:18590
CS349 日テレNEWS24,http://104.149.150.130:9560/NTVNews24/index.m3u8?v.channelid=1680&v.type=1&ips=208.87.242.159:18590
CS351 TBSニュースバード,http://104.149.150.130:9560/TBSNEWS/index.m3u8?v.channelid=1681&v.type=1&ips=208.87.242.159:18590
CS353 BBCワールドニュース,http://104.149.150.130:9560/BBCWorldNewsJP/index.m3u8?v.channelid=1682&v.type=1&ips=208.87.242.159:18590
CS351 囲碁 将棋チャンネル,http://104.149.150.130:9560/ch521/index.m3u8?v.channelid=1684&v.type=1&ips=208.87.242.159:18590
CS362 旅チャンネル,http://104.149.150.130:9560/ch544/index.m3u8?v.channelid=1686&v.type=1&ips=208.87.242.159:18590
CS546 鉄道チャンネル,http://104.149.150.130:9560/railway/index.m3u8?v.channelid=1687&v.type=1&ips=208.87.242.159:18590
CS259 FIGHTING TV サムライ,http://104.149.150.130:9560/FIGHTINGTV/index.m3u8?v.channelid=1688&v.type=1&ips=208.87.242.159:18590
CS321 ミュージック・ジャパンTV,http://104.149.150.130:9560/ch639/index.m3u8?v.channelid=1689&v.type=1&ips=208.87.242.159:18590
CS294 ホームドラマチャンネル,http://104.149.150.130:9560/cs294/index.m3u8?v.channelid=1653&v.type=1&ips=208.87.242.159:18590
CS311 AXN海外ドラマ,http://104.149.150.130:9560/AXNJP/index.m3u8?v.channelid=1663&v.type=1&ips=208.87.242.159:18590
CS316 AXNミステリー,http://104.149.150.130:9560/MysteryChannel/index.m3u8?v.channelid=1664&v.type=1&ips=208.87.242.159:18590
CS566 CNNj,http://104.149.150.130:9560/CNNJP/index.m3u8?v.channelid=1683&v.type=1&ips=208.87.242.159:18590
CS800 スポーツライブ＋,http://104.149.150.130:9560/ch753/index.m3u8?v.channelid=1685&v.type=1&ips=208.87.242.159:18590
韩国KR,#genre#
KBS1 HD,http://127.0.0.1:9560/kbs1/index.m3u8?v.channelid=1426&v.type=1&ips=38.46.221.243:9590
KBS2 HD,http://127.0.0.1:9560/KBS2/index.m3u8?v.channelid=1427&v.type=1&ips=38.246.112.215:9590
SBS HD,http://127.0.0.1:9560/sbs/index.m3u8?v.channelid=1480&v.type=1&ips=38.75.136.226:18344
MBC HD,http://127.0.0.1:9560/mbc/index.m3u8?v.channelid=2272&v.type=1&ips=38.75.136.226:18344
KBS1,http://127.0.0.1:9560/kbs1/index.m3u8?v.channelid=2246&v.type=1&ips=38.75.136.226:18344
KBS2,http://127.0.0.1:9560/kbs2/index.m3u8?v.channelid=2247&v.type=1&ips=38.75.136.226:18344
SBS,http://127.0.0.1:9560/SBS/index.m3u8?v.channelid=1429&v.type=1&ips=192.99.34.62:19591
MBC,http://127.0.0.1:9560/MBC/index.m3u8?v.channelid=1428&v.type=1&ips=192.99.34.62:19591
TVN,http://127.0.0.1:9560/tvN/index.m3u8?v.channelid=1451&v.type=1&ips=192.99.34.62:19591
JTBC,http://127.0.0.1:9560/JTBC/index.m3u8?v.channelid=1432&v.type=1&ips=192.99.34.62:19591
MBN,http://95.216.70.97:9560/MBN/index.m3u8?v.channelid=1436&v.type=1&ips=198.204.228.186:19590
Channel A,http://95.216.70.97:9560/ChannelA/index.m3u8?v.channelid=1440&v.type=1&ips=38.46.221.153:9590
TV Chosun,http://95.216.70.97:9560/TVChosun/index.m3u8?v.channelid=1437&v.type=1&ips=38.58.181.230:9592
YTN,http://95.216.70.97:9560/YTN/index.m3u8?v.channelid=1434&v.type=1&ips=192.99.34.62:19591
Joint News TV,http://95.216.70.97:9560/YonhapNewsTV/index.m3u8?v.channelid=1438&v.type=1&ips=192.99.34.62:19591
SBS BIZ,http://95.216.70.97:9560/SBSBIZ/index.m3u8?v.channelid=1431&v.type=1&ips=38.58.181.230:9592
EBS 1,http://95.216.70.97:9560/EBS1/index.m3u8?v.channelid=1430&v.type=1&ips=38.46.221.243:9590
KBS Drama,http://127.0.0.1:9560/KBSNDrama/index.m3u8?v.channelid=1485&v.type=1&ips=198.204.228.186:19590
MBC Drama,http://127.0.0.1:9560/mbcdrama/index.m3u8?v.channelid=2244&v.type=1&ips=198.204.228.186:19590
